"time","der(inductor1.i)","ground1.p.i","ground1.p.v","inductor1.i","inductor1.p.v","inductor1.v","resistor1.LossPower","resistor1.R_actual","resistor1.v","resistor2.LossPower","resistor2.R_actual","resistor2.v","sineCurrent1.v","inductor1.n.i","inductor1.n.v","inductor1.p.i","resistor1.i","resistor1.n.i","resistor1.n.v","resistor1.p.i","resistor1.p.v","resistor2.i","resistor2.n.i","resistor2.n.v","resistor2.p.i","resistor2.p.v","sineCurrent1.i","sineCurrent1.n.i","sineCurrent1.n.v","sineCurrent1.p.i","sineCurrent1.p.v","sineCurrent1.signalSource.y"
0.44,-5.841957955094129,0,0,0.3681245526846781,-5.473833402409451,-5.841957955094129,0.1355156862892944,1,0.3681245526846781,0.1355156862892944,1,-0.3681245526846781,5.105708849724772,-0.3681245526846781,0.3681245526846781,0.3681245526846781,0.3681245526846781,-0.3681245526846781,0,0.3681245526846781,0.3681245526846781,-0.3681245526846781,0.3681245526846781,0,-0.3681245526846781,-0.3681245526846781,0.3681245526846781,-0.3681245526846781,-5.473833402409451,0.3681245526846781,-0.3681245526846781,0.3681245526846781
0.45,-5.975664329483111,0,0,0.3090169943749475,-5.666647335108164,-5.975664329483111,0.09549150281252634,1,0.3090169943749475,0.09549150281252634,1,-0.3090169943749475,5.357630340733216,-0.3090169943749475,0.3090169943749475,0.3090169943749475,0.3090169943749475,-0.3090169943749475,0,0.3090169943749475,0.3090169943749475,-0.3090169943749475,0.3090169943749475,0,-0.3090169943749475,-0.3090169943749475,0.3090169943749475,-0.3090169943749475,-5.666647335108164,0.3090169943749475,-0.3090169943749475,0.3090169943749475
0.46,-6.085787486784972,0,0,0.2486898871648548,-5.837097599620117,-6.085787486784972,0.06184665997806822,1,0.2486898871648548,0.06184665997806822,1,-0.2486898871648548,5.588407712455262,-0.2486898871648548,0.2486898871648548,0.2486898871648548,0.2486898871648548,-0.2486898871648548,0,0.2486898871648548,0.2486898871648548,-0.2486898871648548,0.2486898871648548,0,-0.2486898871648548,-0.2486898871648548,0.2486898871648548,-0.2486898871648548,-5.837097599620117,0.2486898871648548,-0.2486898871648548,0.2486898871648548
0.47,-6.171892821208327,0,0,0.187381314585725,-5.984511506622602,-6.171892821208327,0.03511175705587444,1,0.187381314585725,0.03511175705587444,1,-0.187381314585725,5.797130192036877,-0.187381314585725,0.187381314585725,0.187381314585725,0.187381314585725,-0.187381314585725,0,0.187381314585725,0.187381314585725,-0.187381314585725,0.187381314585725,0,-0.187381314585725,-0.187381314585725,0.187381314585725,-0.187381314585725,-5.984511506622602,0.187381314585725,-0.187381314585725,0.187381314585725
0.48,-6.23364051433599,0,0,0.1253332335643045,-6.108307280771686,-6.23364051433599,0.01570841943568451,1,0.1253332335643045,0.01570841943568451,1,-0.1253332335643045,5.982974047207382,-0.1253332335643045,0.1253332335643045,0.1253332335643045,0.1253332335643045,-0.1253332335643045,0,0.1253332335643045,0.1253332335643045,-0.1253332335643045,0.1253332335643045,0,-0.1253332335643045,-0.1253332335643045,0.1253332335643045,-0.1253332335643045,-6.108307280771686,0.1253332335643045,-0.1253332335643045,0.1253332335643045
0.49,-6.270786876233027,0,0,0.06279051952931358,-6.207996356703713,-6.270786876233027,0.003942649342761111,1,0.06279051952931358,0.003942649342761111,1,-0.06279051952931358,6.1452058371744,-0.06279051952931358,0.06279051952931358,0.06279051952931358,0.06279051952931358,-0.06279051952931358,0,0.06279051952931358,0.06279051952931358,-0.06279051952931358,0.06279051952931358,0,-0.06279051952931358,-0.06279051952931358,0.06279051952931358,-0.06279051952931358,-6.207996356703713,0.06279051952931358,-0.06279051952931358,0.06279051952931358
0.5,-6.283185307179586,0,0,1.224606353822377e-016,-6.283185307179586,-6.283185307179586,1.499660721822137e-032,1,1.224606353822377e-016,1.499660721822137e-032,1,-1.224606353822377e-016,6.283185307179586,-1.224606353822377e-016,1.224606353822377e-016,1.224606353822377e-016,1.224606353822377e-016,-1.224606353822377e-016,0,1.224606353822377e-016,1.224606353822377e-016,-1.224606353822377e-016,1.224606353822377e-016,0,-1.224606353822377e-016,-1.224606353822377e-016,1.224606353822377e-016,-1.224606353822377e-016,-6.283185307179586,1.224606353822377e-016,-1.224606353822377e-016,1.224606353822377e-016
0.51,-6.270786876233027,0,0,-0.06279051952931335,-6.33357739576234,-6.270786876233027,0.003942649342761081,1,-0.06279051952931335,0.003942649342761081,1,0.06279051952931335,6.396367915291654,0.06279051952931335,-0.06279051952931335,-0.06279051952931335,-0.06279051952931335,0.06279051952931335,0,-0.06279051952931335,-0.06279051952931335,0.06279051952931335,-0.06279051952931335,0,0.06279051952931335,0.06279051952931335,-0.06279051952931335,0.06279051952931335,-6.33357739576234,-0.06279051952931335,0.06279051952931335,-0.06279051952931335
0.52,-6.233640514335991,0,0,-0.1253332335643043,-6.358973747900295,-6.233640514335991,0.01570841943568445,1,-0.1253332335643043,0.01570841943568445,1,0.1253332335643043,6.4843069814646,0.1253332335643043,-0.1253332335643043,-0.1253332335643043,-0.1253332335643043,0.1253332335643043,0,-0.1253332335643043,-0.1253332335643043,0.1253332335643043,-0.1253332335643043,0,0.1253332335643043,0.1253332335643043,-0.1253332335643043,0.1253332335643043,-6.358973747900295,-0.1253332335643043,0.1253332335643043,-0.1253332335643043
0.53,-6.171892821208327,0,0,-0.1873813145857248,-6.359274135794052,-6.171892821208327,0.03511175705587435,1,-0.1873813145857248,0.03511175705587435,1,0.1873813145857248,6.546655450379777,0.1873813145857248,-0.1873813145857248,-0.1873813145857248,-0.1873813145857248,0.1873813145857248,0,-0.1873813145857248,-0.1873813145857248,0.1873813145857248,-0.1873813145857248,0,0.1873813145857248,0.1873813145857248,-0.1873813145857248,0.1873813145857248,-6.359274135794052,-0.1873813145857248,0.1873813145857248,-0.1873813145857248
0.54,-6.085787486784972,0,0,-0.248689887164855,-6.334477373949827,-6.085787486784972,0.06184665997806832,1,-0.248689887164855,0.06184665997806832,1,0.248689887164855,6.583167261114682,0.248689887164855,-0.248689887164855,-0.248689887164855,-0.248689887164855,0.248689887164855,0,-0.248689887164855,-0.248689887164855,0.248689887164855,-0.248689887164855,0,0.248689887164855,0.248689887164855,-0.248689887164855,0.248689887164855,-6.334477373949827,-0.248689887164855,0.248689887164855,-0.248689887164855
0.55,-5.975664329483111,0,0,-0.3090169943749477,-6.284681323858059,-5.975664329483111,0.09549150281252648,1,-0.3090169943749477,0.09549150281252648,1,0.3090169943749477,6.593698318233006,0.3090169943749477,-0.3090169943749477,-0.3090169943749477,-0.3090169943749477,0.3090169943749477,0,-0.3090169943749477,-0.3090169943749477,0.3090169943749477,-0.3090169943749477,0,0.3090169943749477,0.3090169943749477,-0.3090169943749477,0.3090169943749477,-6.284681323858059,-0.3090169943749477,0.3090169943749477,-0.3090169943749477
0.5600000000000001,-5.841957955094128,0,0,-0.3681245526846783,-6.210082507778806,-5.841957955094128,0.1355156862892945,1,-0.3681245526846783,0.1355156862892945,1,0.3681245526846783,6.578207060463485,0.3681245526846783,-0.3681245526846783,-0.3681245526846783,-0.3681245526846783,0.3681245526846783,0,-0.3681245526846783,-0.3681245526846783,0.3681245526846783,-0.3681245526846783,0,0.3681245526846783,0.3681245526846783,-0.3681245526846783,0.3681245526846783,-6.210082507778806,-0.3681245526846783,0.3681245526846783,-0.3681245526846783
0.57,-5.685196041593107,0,0,-0.4257792915650723,-6.110975333158179,-5.685196041593107,0.1812880051256548,1,-0.4257792915650723,0.1812880051256548,1,0.4257792915650723,6.536754624723251,0.4257792915650723,-0.4257792915650723,-0.4257792915650723,-0.4257792915650723,0.4257792915650723,0,-0.4257792915650723,-0.4257792915650723,0.4257792915650723,-0.4257792915650723,0,0.4257792915650723,0.4257792915650723,-0.4257792915650723,0.4257792915650723,-6.110975333158179,-0.4257792915650723,0.4257792915650723,-0.4257792915650723
